"Name","PriceRange","Address"
"Plaza Hotel Istanbul","$222 - $345*","Barbaros Bulvary 165 | Balmumcu / Besiktas, Istanbul, Turkey "
"Marnix Hotel","$37 - $249*","Marnixstraat 382, Amsterdam 1016 XX, The Netherlands "
"Hotel Orazia","$84 - $1,319*","Buonarroti, 51, 00185 Rome, Italy "
"Exhibition Court Hotel 4","$83 - $162*"," 25 Collingham Place, London SW5 OQF, England  "
"Foscari Palace","$171 - $422*","Campo Santa Sofia 4200 / 1 / 2, 30121 Venice, Italy "
"B P International","$124 and up*","No.8 Austin Road, Tsim Sha Tsui, Kowloon, Hong Kong, China "
"Eaton Smart Hong Kong","$134 and up*","No.380 Nathan Road, Kowloon, Hong Kong, China "
"Grand Hyatt Hong Kong","$374 and up*","No.1 Harbour Road, Hong Kong, China "
"Amara Singapore Hotel","$174 - $348*","165 Tanjong Pagar Road, Singapore 088539, Singapore "
"Bayview Hotel Singapore","$149 - $296*","30 Bencoolen Street, Singapore 189621, Singapore "
"Holiday Inn Atrium Singapore","$150 - $280*","317 Outram Road, Singapore 169075, Singapore "
"Landmark Village Hotel by Far East Hospitality","$158 - $315*","390 Victoria Street, Singapore 188061, Singapore (Formerly Golden Landmark Hotel)"
"Orchard Hotel Singapore","$206 - $482*","442 Orchard Road, Singapore 238879, Singapore "
"Paramount Hotel Singapore","0","25 Marine Parade Road, Singapore 449536, Singapore "
"Axel Hotel Barcelona","$135 - $412*","Aribau 33, 08011 Barcelona, Spain "
"Ayre Hotel Caspe","$124 - $197*","C/ Caspe 103, 08013 Barcelona, Spain (Formerly Fiesta Hotel Caspe)"
"Grand Savur Hotel","$131 - $134*","Gencturk Cad. Sirvanizade Sok. no.19 | Sehzadebasi, Istanbul, Turkey "
"Prestige Hotel","$79 - $228*","Koska Cad No 8 | Laleli, Istanbul 34480, Turkey "
"Hotel Sapphire","$66 - $131*","Ibni Kemal caddesi no:14 Sirkeci, Istanbul 34410, Turkey "
"Tashkonak Hotel","$98 - $204*","Kucukayasofya cad. Tomurcuk sok. no. 5 Sultanahmet, Istanbul 34410, Turkey "
"Sur Hotel Istanbul","$66 - $98*","305671.json"
"Metropark Hotel Mongkok","$116 and up*","No.22 Lai Chi Kok Road, Mong Kok, Kowloon, Hong Kong, China "
"Island Pacific Hotel","$107 and up*","No.152 Connaught Road West, Hong Kong, China "
"Hotel de Sers","$357 - $962*"," 41 avenue Pierre 1er de Serbie, 75008 Paris, France  "
"Novotel Nathan Road Kowloon","$159 and up*","No.348 Nathan Road, Kowloon, Hong Kong, China "
"Nathan Hotel","$155 and up*","No.378 Nathan Rd, Kowloon, Hong Kong, China "
"Newton Inn North Point Hotel","$105 and up*","No.88 Chun Yeung Street, North Point, Hong Kong, China "
"Apartcity-Serviced Apartments Hotel","$72 - $169*","Kaiserdamm 36, 14057 Berlin, Germany "
"Park Hotel Hong Kong","$153 and up*","No.61-65 Chatham Road South, Tsimshatsui, Kowloon, Hong Kong, China "
"Prudential Hotel","$136 and up*","No.222 Nathan Road, Tsim Sha Tsui, Hong Kong, China "
"Sheraton Hong Kong Hotel & Towers","$283 and up*","No.20 Nathan Road, Tsim Sha Tsui, Hong Kong, China "
"The Charterhouse Causeway Bay Hotel","$111 and up*","No.209-219 Wanchai Road, Wanchai, Hong Kong, China "
"The Emperor Happy Valley Hotel","$97 and up*","No.1 Wang Tak Street, Happy Valley, Hong Kong, China "
"Metropark Hotel Kowloon","$126 and up*","No.75 Waterloo Road, Kowloon, Hong Kong, China "
"Hotel Q!","$108 - $210*","Knesebeckstrasse 67, 10623 Berlin, Germany "
"Victor's Residenz Hotel Berlin","$88 - $226*","Am Friedrichshain 16-18, 10407 Berlin, Germany "
"Riverview Hotel Singapore","$139 - $304*","Robertson Bridge @ Singapore River, 382 Havelock Road | Singapore, Singapore 169629, Singapore "
"Robertson Quay Hotel","$111 - $148*","15 Merbau Road, Singapore 239032, Singapore "
"The Elizabeth Hotel by Far East Hospitality","$167 - $292*","24 Mount Elizabeth, Singapore 228518, Singapore "
"Gallery Hotel","$156 - $301*","306150.json"
"Albert Court Village Hotel by Far East Hospitality","$154 - $314*","180 Albert Street, Singapore 189971, Singapore "
"Grand Pacific Hotel","$189 - $290*","101 Victoria Street, Singapore 188018, Singapore (Formerly Allson Hotel Singapore)"
"Beach Hotel","$64 - $72*","306158.json"
"Berjaya Singapore Hotel - Singapore","$144 - $228*","83 Duxton Road,Chinatown, Singapore 089540, Singapore "
"Carlton Hotel Singapore","$183 - $400*","76 Bras Basah Rd, Singapore 189558, Singapore "
"Conrad Centennial Singapore","$237 - $504*","2 Temasek Blvd, Singapore 038982, Singapore "
"Fortuna Hotel","$50 - $118*","306170.json"
"Fraser Suites River Valley Singapore","$379 - $401*","491 River Valley Road, Singapore 248372, Singapore "
"Fullerton Hotel Singapore","$282 - $571*","1 Fullerton Square, Singapore 049178, Singapore "
"Hotel Grand Central","$145 - $230*","22 Cavenagh Road | Orchard Road, Singapore 229617, Singapore "
"Grand Hyatt Singapore","$349 - $527*","10 Scotts Rd, Singapore 228211, Singapore "
"Grand Park City Hall","$175 - $311*","10 Coleman Street, Singapore 179809, Singapore (Formerly Grand Plaza Parkroyal)"
"Holiday Inn Singapore Orchard City Centre","$192 - $388*","No.11 Cavenagh Road, Singapore 229616, Singapore "
"Hotel 1929","$129 - $205*","50 Keong Saik Road, Singapore 089154, Singapore "
"The Inn at Temple Street","$103 - $128*","306180.json"
"Naumi Hotel","$308 - $557*","41 Seah Street | (was previously Metropole Hotel), Singapore 188396, Singapore "
"PARKROYAL on Kitchener Road","$169 - $416*","181 Kitchener Road, Singapore 208533, Singapore "
"Orchard Parade Hotel by Far East Hospitality","$194 - $340*","1 Tanglin Road, Singapore 247905, Singapore "
"Oxford Hotel","$200 - $200*","218 Queen Street, Singapore 188549, Singapore "
"PARKROYAL on Beach Road","$159 - $853*","7500 Beach Road, Singapore 199591, Singapore "
"Hilton Singapore","$244 - $665*","581 Orchard Road, Singapore SG 238883, Singapore "
"York Hotel","$180 - $330*","21 Mount Elizabeth, Singapore 228516, Singapore "
"Grand Hotel de Londres","$53 - $236*","Mesrutiyet Cad. | No:53 Tepebasi, Beyoglu, Istanbul 80050, Turkey "
"Ishak Pasa Konagi","$104 - $151*","Ishakpasa Cad. No 15 | Sultanahmet, Istanbul 34410, Turkey "
"Al Bustan Centre & Residence","$113 - $291*"," Al Nahda rd | PO Box 20107, Dubai, United Arab Emirates  "
"Al Khaleej Hotel","$95 - $147*"," Al Nasser Square | PO Box 10559, Dubai, United Arab Emirates  "
"Al Khaleej Palace Hotel","$105 - $176*"," Al Makoum St | PO Box 3720, Dubai, United Arab Emirates  "
"Ascot Hotel","$116 - $278*"," Khalid Bin Waleed Road, Dubai, United Arab Emirates  "
"Dubai Marine Beach Resort and Spa","$224 - $867*"," Jumierah Beach Road | PO Box 5182, Dubai, United Arab Emirates  "
"Panorama Hotel Bur Dubai","$41 - $68*"," Al Mankhool Road | PO Box 14703, Dubai, United Arab Emirates  "
"K-Porte Inn Hotel","0"," Al Rigga Str | P.O Box 55954, Opposite Al Ghurair Centre, Dubai, United Arab Emirates  "
"Landmark Plaza Hotel","$68 - $143*"," Omar Bin Al Kattab Rd , Al Nasser Square | PO Box 42222, Dubai, United Arab Emirates  "
"Habtoor Grand Resort & Spa","$176 - $882*"," Al Sufouh Road, Dubai Marina, Jumeirah Beach | PO Box 24454, Dubai, United Arab Emirates  "
"Palm Beach Hotel","$49 - $131*"," Khalid Bin Al Walid Rd, Dubai, United Arab Emirates  "
"Metropolitan Hotel Dubai","$166 - $392*"," Sheikh Zayed Road, Interchange 2 | PO Box 26666, Dubai, United Arab Emirates  "
"Metropolitan Palace Hotel","$98 - $305*"," Al Maktoum Street, Dubai, United Arab Emirates  "
"Hotel Philia","$92 - $158*","Via Palestro 88, 00185 Rome, Italy "
"Zeugma Hotel","$79 - $123*","Sultanahmet Mah. Akbiyik caddesi. No:35, Istanbul 34400, Turkey "
"Admiral Plaza Hotel","$54 - $132*"," Al Nahdha St , | PO Box 26888, Dubai, United Arab Emirates  "
"Woogo - Central Park","$189 - $474*"," 240 West 73rd Street, New York City, NY 10023 (Formerly YourStay Central Park) "
"Le Relais Saint-Honore","$260 - $520*"," 308 Rue Saint-Honore, 75001 Paris, France  "
"Louisa's Place","$169 - $1,310*","Kurfurstendamm 160, 10709 Berlin, Germany "
"Hotel Kokomo","$81 - $105*","At the Ferry Terminal | Dewey, Puerto Rico "
"Claridge Hotel","$57 - $74*"," Al Muteena | Fish Roundabout, Dubai 29846, United Arab Emirates  "
"Baniyas Square by Le Meridien","0"," Baniyas Square, P.O.Box 10001, Deira, Dubai, United Arab Emirates  "
"Richmond Hotel Apartments","$41 - $60*"," Al Mankhool Road | PO Box 53944, Dubai 191504, United Arab Emirates  "
"St. George Hotel Dubai","$82 - $191*"," Sikkat Al Khail St -Al Ras Rd | PO Box 3944, Dubai, United Arab Emirates  "
"Summer View Hotel","$131 - $182*","173 Bencoolen Street, Singapore 189642, Singapore "
"Hotel Miramar","$223 - $280*","401 Havelock Road, Singapore 169631, Singapore "
"RELC International Hotel","$154 - $207*","30 Orange Grove Road, Singapore 258352, Singapore "
"Empire Hotel Kowloon","$132 and up*","No.62 Kimberly Road, Tsim Sha Tsui, Kowloon, Hong Kong, China "
"Golden Sands Hotel Apartments","$64 - $298*"," Al Mankhool Rd | Bur Dubai, Dubai, United Arab Emirates  "
"Staybridge Suites New Orleans","$123 and up*","501 Tchoupitoulas St., at Poydras, New Orleans, LA 70130 "
"Hampton Inn & Suites Baltimore Inner Harbor","$152 - $264*","131 E Redwood St, Baltimore, MD 21202 "
"The South China Hotel","$89 and up*","No.67-75 Java Road, North Point, Hong Kong, China "
"The Wesley Hotel","$150*","No.22 Hennessy Road, Wanchai, Hong Kong, China "
"Silken Concordia Hotel","$93 - $247*","Avinguda del Parallel, 115, 08004  Barcelona, Spain "
"Comfort Inn Hotel","$48 - $139*"," Rigga Street, Dubai 56352, United Arab Emirates  "
"Seaview Hotel","$95 - $614*"," Al Mina Rd, Dubai, United Arab Emirates  "
"Hotel Bencoolen","$115 - $171*","47 Bencoolen Street, Singapore 189626, Singapore "
"Broadway Hotel Singapore","$77 - $86*","195 Serangoon Road | Orchard Road, Singapore, Singapore "
"The Saff","$52 - $108*","55 Keong Saik Rd, Singapore 089158, Singapore (Formerly The Royal Peacock)"
"YWCA Fort Canning Lodge","$135 - $227*","6 Fort Canning Rd, Singapore 179494, Singapore "
"Garden Hotel Singapore","$120 - $194*","14 Balmoral Road, Singapore 259800, Singapore "
"Claremont Hotel Singapore","$72 - $112*","301 Serangoon Road | Little India, Singapore 218224, Singapore "
"Venice Hotel Villa Dori","$59 - $110*","Via Colombara 213, 30030 Venice, Italy "
"Tropical Casablanca","$43 - $95*"," Avenida Primera Entre Calle 10 Y 12 | 1st Avenue between 10th and 12th street, Playa del Carmen 77710, Mexico  "
"Hotel Minerva & Nettuno","$132*","Lista D Spagna | 230 Cannaregio, 30121 Venice, Italy "
"Hotel Residence Le Coin","$174 - $194*","Nieuwe Doelenstraat 5, Amsterdam 1012 CP, The Netherlands "
"Ambassador Transit Hotel Terminal 1","$104*","Departure Transit Lounge East, Level 3, Changi Int'l Airport Terminal 1, Singapore, Singapore "
"Hanedan","$25 - $75*","Akbiyik Caddesi. Adliye Sok. No/3, Istanbul 34122, Turkey "
"Wyndham Garden at Palmas del Mar","$120 - $278*","170 Candelero Dr, Humacao 00791, Puerto Rico (Formerly Four Points by Sheraton)"
"Askoc Hotel","$197 - $263*","15 Istasyon Arka Sk. Sirkeci | Sirkeci, Istanbul 34420, Turkey "
"Marble Hotel","$125 - $287*","Syraselviler Cad. No:41, Taksim, Istanbul 80090, Turkey "
"Maya Bric Hotel","$70 - $136*"," Quinta Avenida no. 455 Nte Entre Calles 8 y 10, Playa del Carmen 77710, Mexico  "
"Hotel Hacienda del Caribe","$73 - $244*"," Calle 2 Norte | Entre 5ta Avenida y Avenida 10, Playa del Carmen 77710, Mexico  "
"89 Chestnut","$79 - $89*"," 89 Chestnut Street, Toronto, Ontario M5G 1R1, Canada  "
"Seven Dials Hotel","$151 - $317*"," 7 Monmouth Street, London WC2H 9DA, England  "
"Apartamentos Goya 75","$56 and up*","General Pardinas 13, 28001 Madrid, Spain "
"Hostal Laris","$57 and up*","Calle del Barco 3, 28004 Madrid, Spain "
"Gran Hotel Velazquez","$93 and up*","Velazquez,62 | Barrio Salamanca, 28001 Madrid, Spain "
"Hotel Arioso","$213 - $360*"," 7 Rue d'Argenson | 08 Arr., 75008 Paris, France  "
"Hotel Home Paris 16","$247 - $392*"," 36 rue George Sand | 16 Arr., 75016 Paris, France  "
"Annexe Hotel","$71 - $206*"," 34 Hugh Street, Victoria, London SW1V 1RP, England  "
"Acevi Villarroel","$121 - $302*","313039.json"
"HCC Open Hotel","$127 - $222*","313044.json"
"Corbigoe Hotel","$98 - $635*"," 101 Belgrave Road | Victoria, London SW1V 2BH, England  "
"Hotel Monterosa - Astotel Paris","$172 - $281*"," 30, Rue La Bruyere | 9th Arr, 75009 Paris, France  "
"Ortakoy Princess Hotel","$138 - $1,146*","Dereboyu Caddesi. no.10, Ortakoy, Istanbul 80840, Turkey "
"The Gateway Hotel","$95 - $198*"," 14 Balham Hill | Clapham Common, London SW12 9EB, England  "
"Abitart Hotel","$108 - $233*","Via Pellegrino Matteucci 10 / 20 | (Piramide Cestia), 00154 Rome, Italy "
"Holiday Inn Express Rome - San Giovanni","$106 - $170*","Via Assisi 53, 00181 Rome, Italy "
"Les Chambres d'Or Hotel","$87 - $195*","Via Dei Gracchi 32, 00192 Rome, Italy "
"Courtyard Miami Dadeland","$142 - $273*"," 9075 South Dadeland Blvd, Miami, FL 33156  "
"Super 8 Phoenix Downtown","$63 - $96*","965 East Van Buren, Phoenix, AZ 85006 "
"Courtyard by Marriott Boston Copley Square","$262 - $686*"," 88 Exeter St, Boston, MA 02116  "
"Soho House New York","$580 - $793*"," 35 9th Avenue, New York City, NY 10014  "
"Gran Ducat Hotel","$136 - $363*","Ronda Sant Pere, 15, 08010  Barcelona, Spain "
"Hotel Nazionale","$129 - $265*","314855.json"
"Marco Polo Hotel","$68 - $235*"," Al Muteena St | PO Box 25570, Dubai, United Arab Emirates  "
"Times Square Suites Hotel","$184 - $299*","1821 Robson Street, Vancouver, British Columbia V6G3E4, Canada "
"Fuat Pasa Hotel","$100*","315123.json"
"Kyriad Paris IX Montmartre","$87 - $131*"," 55 rue Jean-Baptiste Pigalle | 9th Arr., 75009 Paris, France  "
"Passy Eiffel Hotel","$145 - $275*"," 10 rue de Passy, 75016 Paris, France  "
"Belambra Clubs - Magendie","$107 - $163*"," 2/4 rue Magendie (corner 6, rue Corvisart), 75013 Paris, France (Formerly Touring Hotel Magendie) "
"Art Gallery Hotel","$91 - $207*","Weteringschans 67, Amsterdam 1017 RX, The Netherlands "
"Disney's BoardWalk Villas","$348 - $658*"," 2101 Epcot Resorts Blvd, Orlando, FL 32830-1000  "
"Dubai Grand Hotel","$102 - $212*"," Damascus Street, Dubai 34150, United Arab Emirates  "
"Hotel Giorgi","$82 - $219*","Via Magenta 11, 00185 Rome, Italy "
"Raffaello Hotel","$145 - $303*","Via Urbana 3 / 5, 00184 Rome, Italy "
"Hotel Locanda Salieri","$82 - $178*","160 Fondamenta Minotto | Canale del Gaffaro, Santa Croce, 30135 Venice, Italy "
"Artrip Hotel","$82 and up*","Valencia, 11, 28012 Madrid, Spain "
"Culebra Beach Villas","$115 - $155*","Flamenco Beach, Puerto Rico "
"Casa Banzo","$158 - $330*","30 Piazza Monte di Pieta, 00186 Rome, Italy "
"Fortyseven Hotel Rome","$236 - $435*","Via Luigi Petroselli 47, 00186 Rome, Italy "
"Capitol Hotel","$87 - $504*"," Al Mina Rd | PO Box 33228, Dubai, United Arab Emirates  "
"Brookwood Inn","$63 and up*","2875 Green Mountain Drive, Branson, MO 65016 (Formerly Alpenrose Inn)"
"Hotel du Levant","$199 - $395*"," 18 rue de la Harpe, 75005  Paris, France  "
"Somerset Liang Court","$269 - $462*","177-B River Valley Road, Singapore 179032, Singapore "
"Hampton Inn & Suites Boston Crosstown Center","$180 - $300*"," 811 Massachusetts Avenue, Boston, MA 02118  "
"BEST WESTERN PLUS St. Christopher Hotel","$100 and up*","114 Magazine Street, New Orleans, LA 70130 "
"Hilton Garden Inn New Orleans French Quarter/CBD","$144 and up*","821 Gravier Street, New Orleans, LA 70112 "
"Hotel Atlantide","$79 - $256*","Cannaregio375 / A | Cannaregio, 30121 Venice, Italy "
"Hotel Villa Orio","$69 - $207*","Via Ca' Rossa 10 | Lido Alberoni, 30011 Venice, Italy "
"County London","$79 - $121*"," Upper Woburn Place, London WC1H OJW, England  "
"Kervansaray Hotel","$123 - $270*","Sehit Muhtar Cad.No:49, Istanbul 80090, Turkey "
"Le Roberval","$94 - $186*","505 Rene Levesque East, Montreal, Quebec H2L 5B6, Canada "
"Regency Hotel","0","Via Romagna 42, 00187 Rome, Italy "
"L'hotel elan","$124 and up*","No.38 Chong Yip Street, Kwun Tong, Hong Kong, China "
"YourStay MidTown Apartments","$100 - $330*"," 50 West 34th Street, New York City, NY 10001  "
"Hotel Abendstern","$51 - $144*","Stuttgarter Platz 8, 10627 Berlin, Germany "
"Orion Hotel","$92 - $152*","320724.json"
"Casa Pisani Canal","$152 - $265*","Cannaregio 6105, 30131 Venice, Italy "
"Hotel Savoy Amsterdam","$112 - $558*","Ferdinand Bolstraat 194, Amsterdam 1072 LW, The Netherlands "
"The Back Bay Hotel","$266 - $471*"," 350 Stuart St., Back Bay, Boston, MA 02116  "
"Palace Bonvecchiati","$326 - $609*","Calle dei Fabbri 4680 | San Marco, 30124 Venice, Italy "
"Tijcal II Hostal Madrid","$42 and up*","C/ Cruz 26, 28012 Madrid, Spain "
"Hampton Inn & Suites Ocean City","$119 and up*","4301 Coastal Highway, Ocean City, MD 21842 "
"Hotel Rio","$100 - $264*","Castello 4356 | Campo SS. Filippo e Giacomo, 30122 Venice, Italy "
"Hotel Champ-De-Mars","$61 - $193*","756 rue Berri | Vieux-Montreal, Montreal, Quebec H2Y 3E6, Canada "
"Alloggi Agli Artisti","$91 - $198*","Calle Priuli Cavalletti 99-A/B | Cannaregio, 30121 Venice, Italy "
"City Hotel Amsterdam","$95 - $187*","Prins Hendrikkade 130, Amsterdam 1011 AP, The Netherlands "
"Hotel Ajax","$127 - $325*","Rokin 104, Amsterdam 1012 KZ, The Netherlands "
"Hotel Viennese","$79 - $158*","Via Marsala 64, 00185 Rome, Italy "
"Hotel Caracciolo","$78 - $369*","via Cairoli, 86/88, 00185 Rome, Italy "
"Residence St. Joannes","$119 - $136*","via Appia Nuova, 37, 00183 Rome, Italy "
"Grand Ons Hotel","$56 - $84*","32 Laleli Cad. Azimkar Sok. | Laleli, Istanbul 34480, Turkey "
"Comet Hotel","$54 - $135*","325668.json"
"Ibis (Hong Kong Central And Sheung Wan)","$90 and up*","No.18-30 Des Voeux Road West, Sheung Wan, Hong Kong, China "
"Hotel du Continent","$148 - $264*"," 30, rue du Mont-Thabor | 1 Arr, 75001 Paris, France  "
"Hotel Observatoire Luxembourg","$197 - $309*"," 107, boulevard St Michel | 5th Arr., 75005 Paris, France  "
"Relais Saint-Jacques","$220 - $557*"," 3 Rue de l'Abbe de l'Epee, 75005 Paris, France  "
"French Quarter Suites Hotel","$111 and up*","1119 North Rampart Street, New Orleans, LA 70116 "
"Motel One Berlin Mitte","$77 - $119*","Printzenstrasse 40, 10969 Berlin, Germany "
"NH Paseo del Prado","$123 and up*","Plaza Canovas del Castillo 4, 28014 Madrid, Spain (Formerly Gran Hotel Canarias)"
"Chinatown Hotel","$117 - $194*","12-16 Teck Lim Rd, Singapore 088388, Singapore "
"Strand Hotel","$60*","25 Bencoolen Street, Singapore 189619, Singapore "
"The Lancaster","$131 - $264*"," 4-6 Bedford Place, London WC1B 5JD, England  "
"Suites at Fall Creek","$65 and up*","1 Fall Creek Drive, Branson, MO 65616  (Formerly Sunterra Plantation At Fall Creek)"
"centrovital Hotel Berlin","$95 - $424*","Neuendorfer Strasse 25 | Brauereihof 6, 13585 Berlin, Germany "
"Le Chateau Blanc","$66 - $334*","Via del Babuino 35, 00187 Rome, Italy "
"Anfiteatro Flavio","$79 - $232*","Via dei Serpenti 130, 00184 Rome, Italy "
"Lilium Hotel","$103 - $219*","Via Venti Settembre 58A, 00187 Rome, Italy "
"Hotel Concordia","$124 - $369*","Via Capo Le Case 14, 00187 Rome, Italy "
"Hotel Cityblick Pension","$59 - $1,196*","Kantstrasse 71, 10627 Berlin, Germany "
"La Quinta Inn & Suites Oceanfront Daytona Beach","$84 and up*","816 North Atlantic Avenue, Daytona Beach, FL 32118 "
"Hotel Kurfurst","$71 - $135*","Bleibtreustrasse 34, 10707 Berlin, Germany "
"Savoy Am Kurfurstendamm Hotel","$64 - $129*","Meinekestrasse 4, 10719 Berlin, Germany "
"Asphodel Inn Singapore","$58 - $88*","430003.json"
"Country Inn & Suites Champaign-North","$85 - $199*"," 602 West Martketview Dr., Champaign, IL 61822  "
"Napa Discovery Inn","$84 - $171*","500 Silverado Trail, Napa, CA 94559 "
"Hotel Banana","$46 - $122*"," 5a. Av. Nte. Esq. Calle 32, Playa del Carmen 77710, Mexico (Formerly Fiesta Banana) "
"Pearl Residence","$95 - $218*"," Al Mankhool St, PO Box 47385, Dubai, United Arab Emirates  "
"The Carlton Tower Hotel","$95 - $285*"," Baniyas Rd | PO Box 1955, Dubai, United Arab Emirates  "
"Hotel Princesse Caroline","$215 - $264*"," 1 bis rue Troyon | 17th Arr., 75017 Paris, France  "
"BEST WESTERN Empire Palace","$122 - $312*","Hudavendigar Cad. No:17 / 19 | Hocapasa Mah. - Sirkeci/Sultanahmet, Istanbul 34110, Turkey "
"NH La Maquinista","$79 - $140*","Carrer De Sao Paulo, De 33-3, 08030 Barcelona, Spain "
"Bravo Beach Hotel","$125 - $375*","450266.json"
"Alexander Hotel","$132 - $278*","Vondelstraat 44-48, Amsterdam 1054 GE, The Netherlands "
"Ramada Continental Hotel","$68 - $167*"," Abu Hail Road, Deira | P.O.Box 31999, Dubai, United Arab Emirates  "
"Seashell Inn","$88 - $128*"," Khalid Bin Al Waleed Str | P.O. Box 20715, Dubai 101, United Arab Emirates  "
"Hotel Eureka","$83 - $109*"," Abu Baker Al Siddique Road (D 78 Rd) | Deira, Dubai 64103, United Arab Emirates  "
"Queens Hotel","$46 - $57*"," Al Sabkha Rd | P.o. Box 4867, Dubai, United Arab Emirates  "
"Orchid Hotel","$68 - $121*"," Al Rigga Street | PO Box 14042, Deira, Dubai 14042, United Arab Emirates  "
